id_estudiante,id_periodo,programa,cohorte,estatus_academico,cluster,distance_to_centroid,membership_score
IAG20200007,2022-1,Ingeniería Agroindustrial,2020,Regular,0,3.3797888173049353,0.22832151085662192
IAG20200007,2023-1,Ingeniería Agroindustrial,2020,Regular,0,3.474535865012074,0.22348686660874528
IAG20200007,2025-1,Ingeniería Agroindustrial,2020,Irregular,0,4.810867410492333,0.1720913470154835
IAG20200029,2022-1,Ingeniería Agroindustrial,2020,Irregular,1,4.592542217611957,0.17880955763745757
IAG20200029,2022-2,Ingeniería Agroindustrial,2020,Irregular,0,3.941496961305754,0.20236782655751293
IAG20200039,2022-2,Ingeniería Agroindustrial,2020,Regular,0,6.460432641854187,0.13404048370999888
IAG20200039,2023-1,Ingeniería Agroindustrial,2020,Regular,0,3.1659533971317413,0.24004109135942328
IAG20200039,2024-1,Ingeniería Agroindustrial,2020,Irregular,0,4.176699401020781,0.19317327944574342
IAG20200039,2025-1,Ingeniería Agroindustrial,2020,Irregular,0,7.182871236884919,0.12220649342402252
IAG20200051,2022-1,Ingeniería Agroindustrial,2020,Regular,0,4.661707902171085,0.1766251486793467
IAG20200051,2022-2,Ingeniería Agroindustrial,2020,Regular,0,2.891693654005107,0.25695753286512096
IAG20200051,2023-1,Ingeniería Agroindustrial,2020,Regular,0,2.7589620647431308,0.26603088373235156
IAG20200051,2023-2,Ingeniería Agroindustrial,2020,Irregular,1,3.1050218751633087,0.2436040611745138
IAG20200051,2024-2,Ingeniería Agroindustrial,2020,Irregular,0,5.2345308720594925,0.16039699225511472
IAG20200084,2022-1,Ingeniería Agroindustrial,2020,Regular,0,4.023382093353361,0.19906906968576812
IAG20200084,2022-2,Ingeniería Agroindustrial,2020,Irregular,1,3.9437536111873355,0.2022754527525556
IAG20200095,2022-1,Ingeniería Agroindustrial,2020,Regular,0,5.403529877502378,0.15616386885510064
IAG20200095,2023-2,Ingeniería Agroindustrial,2020,Irregular,0,4.123176331470748,0.19519140769314935
IAG20200095,2024-1,Ingeniería Agroindustrial,2020,Irregular,0,4.297750408523535,0.1887593644259086
IAG20200097,2022-1,Ingeniería Agroindustrial,2020,Regular,0,4.5170355020766575,0.18125676364119675
IAG20200097,2022-2,Ingeniería Agroindustrial,2020,Regular,0,2.5962412489851894,0.2780681079953094
IAG20200097,2023-1,Ingeniería Agroindustrial,2020,Regular,0,2.566815356131398,0.2803621438606257
IAG20200097,2023-2,Ingeniería Agroindustrial,2020,Regular,0,2.560794238914098,0.2808362216135692
IAG20200097,2024-1,Ingeniería Agroindustrial,2020,Regular,0,3.26426915478498,0.23450677330672004
IAG20200097,2024-2,Ingeniería Agroindustrial,2020,Regular,0,4.893355359038669,0.16968262374782728
IAG20200098,2022-2,Ingeniería Agroindustrial,2020,Regular,0,4.63900873050689,0.17733613260607775
IAG20200098,2023-1,Ingeniería Agroindustrial,2020,Regular,0,3.521416645626379,0.22116961969592253
IAG20200098,2023-2,Ingeniería Agroindustrial,2020,Regular,0,3.495021850562248,0.22246832901933897
IAG20200098,2024-1,Ingeniería Agroindustrial,2020,Regular,0,4.608922110420585,0.17828737506305198
IAG20200124,2022-2,Ingeniería Agroindustrial,2020,Irregular,0,3.4720982028376195,0.2236086853740116
IAG20200124,2023-1,Ingeniería Agroindustrial,2020,Irregular,1,3.9733333405525317,0.20107238576710826
IAG20200124,2024-2,Ingeniería Agroindustrial,2020,Irregular,1,4.051374949686777,0.1979659023454609
IAG20200124,2025-1,Ingeniería Agroindustrial,2020,Irregular,0,5.772443384981396,0.14765719595642615
IAG20200127,2023-1,Ingeniería Agroindustrial,2020,Irregular,0,6.604447682148502,0.1315019895984698
IAG20200127,2024-1,Ingeniería Agroindustrial,2020,Irregular,0,4.230878565202006,0.1911724746684847
IAG20200127,2024-2,Ingeniería Agroindustrial,2020,Irregular,0,5.655800405710139,0.1502448900273633
IAG20200157,2022-1,Ingeniería Agroindustrial,2020,Regular,0,4.9245848815545665,0.16878819697787967
IAG20200157,2022-2,Ingeniería Agroindustrial,2020,Regular,0,2.709204791475786,0.2695995654643077
IAG20200157,2023-1,Ingeniería Agroindustrial,2020,Regular,0,3.58045407116875,0.2183189667361602
IAG20200157,2023-2,Ingeniería Agroindustrial,2020,Regular,0,2.713480261429687,0.2692891653111954
