id_estudiante,id_periodo,programa,cohorte,estatus_academico,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
IAG20200007,2022-1,Ingeniería Agroindustrial,2020,Regular,-0.9630940645322714,-1.2558355147177203,-1.8857509047200627,-1.1631026551388661,0.35722885644500907,0.5684414974763647,-0.42742037095122526,-1.4742901380266868,1.212197686443371,0.5087912147799618,0.2551704573625052,-0.6651232658610261,1.0845110793695871,0.7937348481154431,-0.44755634286349166,-0.4313147372247453,0.2025090565023287,0.2077188425502264,-0.11865175358451979,-0.13426641949345894,0.4822984943111756,0.0856291642617379,0.05160063908840273,-0.004604200844787214,-0.07995115444603232
IAG20200007,2023-1,Ingeniería Agroindustrial,2020,Regular,-1.686505982513161,-0.12427683465358064,2.1932958349293674,-1.5793082135715735,-0.4478670481825141,-0.8061180884356345,-0.4522321492648363,-1.2777417193195948,0.29874562229364116,-0.5891126959682983,-0.8133017203018416,0.9433863988018519,0.2349482337870618,-0.10918370315852723,-1.0514477743916666,0.23362756254888448,-0.08596726832042649,0.3901633985873786,-0.11520794889691854,-0.269828984488242,0.026088181781406244,0.015276822379654895,-0.021534237080031323,-0.0026833559099413502,0.11704197416431251
IAG20200007,2025-1,Ingeniería Agroindustrial,2020,Irregular,0.3744718199908678,-1.3427208769253842,1.9966852696426451,-3.19342609718494,-0.49544671388349315,-0.11587618915345091,-1.382067731449064,-0.4454698956792047,-1.5640856576155728,-0.5564843303815677,-0.30632531169968247,0.22115557317395804,-0.048609354330395614,0.29942927011101245,-0.6437795412450955,0.2805340050790383,-0.06982171315674306,0.3118817333044898,0.11321516033479576,0.4963050869255164,0.19110259100231583,0.02511505050044939,0.005006005102611138,0.03458812622467302,-0.1479985855900035
IAG20200029,2022-1,Ingeniería Agroindustrial,2020,Irregular,4.618022361368694,2.05691274508408,-2.366340925309845,-2.3789137806826477,-1.037275914448395,0.05872340304821695,0.8419757118850923,0.6515984969027939,-1.1096875668932626,-0.4259267086401375,0.33619957695835556,0.4343389429294483,-1.0624032560151655,-0.6789646477000879,0.12913534926833395,0.4967528771771441,-0.7108034568647486,-0.089582343470703,0.2596168271661979,-0.014971811890519287,0.1952159702886062,-0.1629586772055664,0.221702222232156,-0.2457603639629729,-0.042801264602758196
IAG20200029,2022-2,Ingeniería Agroindustrial,2020,Irregular,-0.5675916164072591,-1.8383193375119011,-0.9866011932481062,-1.1745296205575555,-0.3370039780093206,-1.7041381804259013,0.7820222056520052,-1.1739755206103153,-1.097094854434186,-1.0366954151014127,1.4726780724346051,-0.4816369262543183,-0.20330552314482855,0.25785815609941143,0.34307597390422423,0.03545948739552737,-0.5048555757987561,0.13354426778010697,0.17999539279887086,0.48105327942692927,-0.15713869537908726,-0.21208295554859408,-0.04411903535764307,-0.0019516741907745882,-0.07384845120543947
IAG20200039,2022-2,Ingeniería Agroindustrial,2020,Regular,-2.329418749476923,-3.38309533430952,-4.814494060769076,-0.968700364669139,0.12125690593549301,0.10631884314856319,0.20327053540258347,-1.3066264018528573,-1.4772550915313705,-0.42953486357214327,0.2071754899306544,-0.9245609368160805,0.651731331166442,-0.1611995738661363,0.7961962921842914,-0.04783118772825583,0.32303681208230034,0.14907441565743734,0.02050205456330966,-0.003598524545308184,0.05612659854662367,0.07350550592588975,0.04825772480000564,-0.013126525524173765,0.13836108903441816
IAG20200039,2023-1,Ingeniería Agroindustrial,2020,Regular,-1.6211264966646988,-0.8758515867478667,1.6232420414880868,-1.8571880152766025,-1.127039996370782,0.007799548265709147,-0.8856380777162516,-0.5662628162277118,0.5780473466636558,-0.09511116803520137,-0.665255986077621,0.27423192126663115,0.5743237714031688,-0.18861113498900736,-0.3529690324291806,0.36136100186856157,-0.03946011920415587,0.8198237173863432,-0.2219156284834644,-0.18728575069100475,0.22478976547344423,0.014517657791639325,0.001511556051309158,0.023534089679488456,0.11898748488790292
IAG20200039,2024-1,Ingeniería Agroindustrial,2020,Irregular,-0.8752973378211448,-1.4535867023989149,2.212254240269763,-2.2655800737891276,-0.7585656955901277,-0.3820348355263903,-1.6251706904582042,-0.09272451001646824,0.09700167428173846,-0.6827660368421342,-1.0110161185085715,0.8150527448377803,0.18380857491907185,-0.9255028413402094,0.47067515003745186,0.8459542056029313,-0.611324894744012,0.6884359115728321,-0.04874787212993284,0.4524391307636621,0.22967998025175596,0.0017360958952733609,-0.002114932793342514,0.06800887438067273,-0.13321242366214017
IAG20200039,2025-1,Ingeniería Agroindustrial,2020,Irregular,-1.5106053095167524,-5.555761250811606,-3.6042289391570312,-1.6653678522965343,0.6047022415339515,-0.5518970026078753,-1.8967795896186095,0.6367605415166457,0.3709391743175299,-0.2942236888652636,0.5003796100354728,-0.006194478680269436,0.5263930202173531,-0.1600705924323599,0.39309410442968207,0.9358197768310612,-0.791831286638651,0.5661406615768322,0.056626364024739445,0.3183973710223137,0.0851162991345203,0.07154695981084479,-0.004284013863748027,0.0065823389586487195,0.0875921681767333
IAG20200051,2022-1,Ingeniería Agroindustrial,2020,Regular,-0.022598552025186958,2.8613727479725495,-1.6535567029640021,-1.8070004959662593,2.032852784522339,-0.37395794688973466,-0.20080881699952746,0.6047218439535258,0.4586178825703815,0.3777876237069321,-1.1596232933614936,-0.3225448528732879,-0.8204726250272045,0.7029720239782957,-0.0401317317237438,-0.04604961257377525,-0.0857285540048686,0.17589473712509315,0.22189855761739014,-0.4157738788366632,-0.16163592485956696,0.25909108676278186,0.0011591684641823628,-0.054462537462664,-0.04407785275381637
IAG20200051,2022-2,Ingeniería Agroindustrial,2020,Regular,-0.24142188629441858,0.16718463370910877,0.6146052905577541,-1.369562823124199,0.8640293514735347,0.617076430003687,0.16935547523340616,-0.33980177355874913,-0.3872570619837562,1.12297547705292,0.577448913083575,-1.5783462719365886,-0.2857068612850494,0.373445101587063,0.6192216663867506,0.05566575794602446,0.37952226758560986,-0.28835524247802935,-0.07360912041563744,-0.11537923966124239,0.05077606882050403,-0.03194611048006319,0.033636548027914714,0.03619717540656859,-0.07279209923856314
IAG20200051,2023-1,Ingeniería Agroindustrial,2020,Regular,-0.028945778859414045,-0.4173152007230589,0.13222601468048764,-0.5691978263476258,2.1790113099297312,0.2586381212974023,-0.09696988296045989,-0.23007029727127712,-0.2618030430957312,-0.24636603522693692,-0.8195676683967386,-0.4351666427398821,-0.9836843051603891,0.1991095230861783,-0.7025489720459647,-0.16541801843868736,0.7032704528545435,-0.26821115670783,0.03391518827782727,0.058579608605142,-0.08161201945580035,-0.06035806497962738,0.031803737766827864,0.053154217480703654,-0.09557566080484366
IAG20200051,2023-2,Ingeniería Agroindustrial,2020,Irregular,6.677514316855022,-0.8841768354745161,0.16595754849604213,-0.9603607282125731,0.06339920278619651,0.5110046288611755,1.0649136990373058,1.32909791824434,-0.5095430516592651,-0.30720713653503734,-0.5175803444844398,0.747161010934464,1.1555412068960849,0.6660951528089376,0.9090710863852292,1.5121751160252772,0.06315971627426738,-1.0305329656181488,-0.0840452962063193,-0.5388486537399041,-0.23230274209388918,0.10485842966019368,0.054108583093517786,0.338357528909059,-0.12266812297466684
IAG20200051,2024-2,Ingeniería Agroindustrial,2020,Irregular,0.23716110600190424,-1.4033338823552226,2.733473668991891,-0.9752778470638862,-0.1979671543129634,-3.5259998927779153,-0.192785951684828,0.5451755888615601,-0.5450914286000903,0.8925365274282863,1.1562718325509085,-0.37749835264669107,1.2885210254263944,0.0018074169048084882,0.3845402167213348,0.17809889720675923,-0.5413045902639387,-0.7590090354717428,0.1860340301678709,0.216298949682166,0.09618417692587639,0.25865069500741733,-0.014353285144162235,-0.011811247600389964,0.16081980665173237
