id_estudiante,id_periodo,programa,cohorte,estatus_academico,promedio_general,promedio_periodo,porcentaje_avance,porcentaje_asistencia,retardos,num_asesorias,num_incidencias,recursamientos,rezago_materias,creditos_inscritos_periodo,creditos_aprobados_periodo,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto
IAG20200007,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,1.0341168418842444,1.469172492537925,0.5008725210370559,-0.4728310443251541,-0.5126252132718706,0.3741132055432285,-0.3767312323191194,-0.6031385995906284,1.5407724037410715,-0.9026480063366383,-0.42246677667793786,0.05086109490004391,1.3301443803153619,-0.4896294208189999,-0.5392441450453458,-0.45715245596448484,1.127591778073692,-0.38184461883787685,0.3666104117817102,-0.15466226432855207,0.2061559502574696,-0.3838001809711627,1.4152324075772,-0.9923822985600096,-0.5065607304015044
IAG20200007,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,0.729402973889381,0.6102854058169979,0.06239415328219211,-0.024144950670266035,-0.5126252132718706,-1.097300543817737,-0.3767312323191194,-0.6031385995906284,1.5407724037410715,0.3829069160414252,0.8411389415893074,-1.0302077094647206,1.3301443803153619,-0.4896294208189999,-0.5392441450453458,-0.45715245596448484,-0.02201016680455571,-0.44892456242878465,0.3666104117817102,0.9649580404846618,0.2061559502574696,0.5490863902945103,0.43545612540836925,0.609216919956064,-0.5065607304015044
IAG20200007,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,1.0090093321618214,0.8035350003292077,1.028984588277721,0.04743532108012406,0.4253099296925961,-1.097300543817737,-0.3767312323191194,-0.6031385995906284,1.5407724037410715,-0.7598085705168535,-0.28206614131491065,1.1319298992648084,1.3301443803153619,-0.4896294208189999,-0.5392441450453458,-0.45715245596448484,-0.14702937831006516,-0.3479146473703827,0.3666104117817102,0.9649580404846618,0.2061559502574696,0.5490863902945103,0.43545612540836925,-0.9923822985600096,-0.5065607304015044
IAG20200029,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,0.03780520608081653,0.6854380259050793,0.41366135396979015,-0.024144950670266035,1.3632450726570629,-0.3615936691372542,-0.3767312323191194,0.14257360460620055,1.5407724037410715,0.3829069160414252,0.8411389415893074,0.05086109490004391,1.3301443803153619,-0.4896294208189999,0.3992661352687664,-0.45715245596448484,2.4065239417507422,-0.18060478806515318,0.3666104117817102,2.0845783452978757,0.2061559502574696,2.414859532825856,-1.5240964389292924,0.609216919956064,-0.5065607304015044
IAG20200029,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2020,Irregular,-1.1194227420345066,-1.1289609447928783,-0.8145625822275359,-1.4819382899770037,2.3011802156215295,1.1098200802237113,2.0592202310258663,0.14257360460620055,1.5407724037410715,0.3829069160414252,-0.5628674120409651,-1.0302077094647206,1.3301443803153619,0.9364341109541224,0.3992661352687664,1.5198834899598457,-0.02201016680455571,0.86147433562616,1.504013521626209,-1.2742825691417659,2.121967990324559,-1.3166867522368357,0.43545612540836925,0.609216919956064,1.974096964064686
IAG20200039,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,1.2201406639185628,1.0719372149294975,0.7649285546573884,-0.5252068529230017,1.3632450726570629,-0.3615936691372542,-0.3767312323191194,-0.6031385995906284,1.5407724037410715,1.5256224025997038,1.9643440244935253,-1.0302077094647206,1.3301443803153619,-0.4896294208189999,-0.5392441450453458,-0.45715245596448484,-0.02201016680455571,0.08439998908613698,0.3666104117817102,-0.15466226432855207,0.2061559502574696,0.5490863902945103,-0.5443201567604616,0.609216919956064,-0.5065607304015044
IAG20200039,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,1.2372594205474867,1.1363537464335665,1.4674629560325847,0.022993277067795435,-0.5126252132718706,0.3741132055432285,-0.3767312323191194,-0.6031385995906284,1.5407724037410715,-0.4741296988772838,-0.0012648705888561507,0.05086109490004391,1.3301443803153619,-0.4896294208189999,-0.5392441450453458,-0.45715245596448484,0.06420997906131286,-0.33757965606131846,0.3666104117817102,-0.15466226432855207,0.2061559502574696,-0.3838001809711627,-0.5443201567604616,0.609216919956064,-0.5065607304015044
IAG20200039,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2020,Irregular,1.27606193557305,1.1535314881679846,3.6622773272254396,-0.3226870596779932,-0.5126252132718706,-0.3615936691372542,-0.3767312323191194,-0.6031385995906284,1.5407724037410715,1.9541407100590582,2.385545930582607,1.1319298992648084,1.3301443803153619,-0.4896294208189999,-0.5392441450453458,-0.45715245596448484,0.06564698149241067,-0.2430047355915791,0.3666104117817102,2.0845783452978757,0.2061559502574696,2.414859532825856,0.43545612540836925,0.609216919956064,-0.5065607304015044
IAG20200051,Enero-Abril 2023,Ingeniería Agroindustrial,2020,Irregular,-0.35478494594252913,-0.40964300966410316,-0.6401402480930044,-0.40736128357784557,0.4253099296925961,0.3741132055432285,-0.3767312323191194,-0.6031385995906284,1.5407724037410715,-0.7598085705168535,-0.28206614131491065,0.05086109490004391,1.3301443803153619,-0.4896294208189999,-0.5392441450453458,-0.45715245596448484,-0.02201016680455571,-0.4097295953887484,0.3666104117817102,0.9649580404846618,0.2061559502574696,0.5490863902945103,0.43545612540836925,0.609216919956064,-0.5065607304015044
IAG20200051,Mayo-Agosto 2023,Ingeniería Agroindustrial,2020,Irregular,-0.29201617163646987,-0.29154603523997474,-0.28887304740540615,-0.8743789102419807,-0.5126252132718706,0.3741132055432285,-0.3767312323191194,-0.6031385995906284,1.5407724037410715,-1.045487442156423,-0.5628674120409651,1.1319298992648084,1.3301443803153619,-0.4896294208189999,-0.5392441450453458,-0.45715245596448484,0.13606010061620336,-0.37950462080563585,0.3666104117817102,-1.2742825691417659,0.2061559502574696,-1.3166867522368357,-0.5443201567604616,2.210816138472137,-0.5065607304015044
