cluster,variable,media_cluster,media_global,diferencia,diferencia_estandarizada,lectura
0,compromisos_pendientes,0.15876089060987417,0.581832419733751,-0.4230715291238768,-0.41228429020770224,compromisos pendientes estimados: menos compromisos pendientes
0,tutorias_abiertas,0.1355275895450145,0.49725920125293654,-0.361731611707922,-0.39680306970236845,tutorias abiertas estimadas: menos seguimiento pendiente
0,materias_reprobadas_periodo,0.05421103581800581,0.26859827721221613,-0.21438724139421034,-0.3895035444150487,reprobadas del periodo: menos reprobadas recientes
0,promedio_periodo,81.01831376734259,77.36252542372881,3.6557883436137786,0.35643483621897676,promedio del periodo: mejor desempeno reciente
0,porcentaje_asistencia,78.74117134559536,74.9559749412686,3.7851964043267685,0.34715059095655076,asistencia estimada: mayor asistencia
0,materias_reprobadas_acumuladas,0.24104549854791868,0.6139389193422083,-0.37289342079428967,-0.3432976472580247,reprobadas acumuladas: menos reprobadas acumuladas
0,num_asesorias,1.0484027105517908,1.4455755677368833,-0.39717285718509254,-0.30742250145780986,asesorias estimadas: menos asesorias
0,promedio_general,79.27900290416262,76.75021143304619,2.5287914711164348,0.2922508492574224,promedio general: mejor desempeno acumulado
0,num_incidencias,0.03484995159728945,0.24823805794831635,-0.2133881063510269,-0.28412299071217373,incidencias estimadas: menos incidencias
0,rezago_materias,1.058083252662149,1.370399373531715,-0.31231612086956595,-0.23839068446143052,rezago en materias: menor rezago
0,recursamientos,0.05227492739593417,0.14252153484729835,-0.09024660745136417,-0.21641637039633083,recursamientos: menos recursamientos
0,creditos_aprobados_periodo,7.195546950629235,6.265465935787001,0.9300810148422345,0.19721927516346582,creditos aprobados: mas creditos aprobados
0,permisos_aprobados,1.2245885769603098,1.4189506656225528,-0.19436208866224303,-0.19422058929907193,permisos aprobados estimados: menos permisos aprobados
0,retardos,1.1839303000968053,1.3868441660140955,-0.20291386591729021,-0.18971299510332623,retardos estimados: menos retardos
0,tendencia_promedio,1.5051547491995734,0.21029661016949147,1.294858139030082,0.15943377700429015,tendencia del promedio: tendencia al alza
0,varianza_calificaciones,12.692739593417231,18.60142521534847,-5.908685621931239,-0.13875070838796646,variacion de calificaciones: desempeno mas estable
0,permisos_rechazados,0.5169409486931268,0.5943617854346124,-0.07742083674148559,-0.13043833705556715,permisos rechazados estimados: menos permisos rechazados
0,porcentaje_avance,5.723881897386254,5.245207517619421,0.4786743797668329,0.11563901090009174,avance curricular: mayor avance del plan
0,materias_en_curso_periodo,0.20813165537270087,0.18089271730618636,0.027238938066514506,0.05954649367963038,materias en curso: mas materias en curso
0,bandera_dato_incompleto,0.1771539206195547,0.15974941268598278,0.017404507933571928,0.047504822732780026,dato incompleto: mas registros con dato incompleto
0,periodos_cursados,2.3601161665053243,2.4111198120595145,-0.051003645554190236,-0.03981877114548768,periodos cursados: menos periodos cursados
0,compromisos_cumplidos,1.2691190706679574,1.2388410336726703,0.030278036995287083,0.03400947881739789,compromisos cumplidos estimados: mas compromisos cumplidos
0,creditos_inscritos_periodo,8.707647628267184,8.85512920908379,-0.14748158081660634,-0.03334268106952727,creditos inscritos: menor carga inscrita
0,periodos_sin_inscripcion,1.957405614714424,2.014878621769773,-0.05747300705534886,-0.027681642704734517,periodos sin inscripcion: menos periodos sin inscripcion
0,tutorias_cerradas,1.05324298160697,1.0610806577916994,-0.007837676184729414,-0.009499789576683645,tutorias cerradas estimadas: menos seguimiento cerrado
1,compromisos_pendientes,2.372950819672131,0.581832419733751,1.79111839993838,1.7454494745268705,compromisos pendientes estimados: mas compromisos pendientes
1,tutorias_abiertas,2.028688524590164,0.49725920125293654,1.5314293233372274,1.6799080778792896,tutorias abiertas estimadas: mas seguimiento pendiente
