cluster,variable,media_cluster,media_global,diferencia,diferencia_estandarizada,lectura
0,compromisos_pendientes,0.3891625615763547,0.7847847847847848,-0.39562222320843005,-0.3789689092704099,compromisos pendientes estimados: menos compromisos pendientes
0,materias_reprobadas_periodo,0.09359605911330049,0.3433433433433433,-0.24974728423004283,-0.3561554941998407,reprobadas del periodo: menos reprobadas recientes
0,tutorias_abiertas,0.37192118226600984,0.6776776776776777,-0.3057564954116679,-0.3477683887363862,tutorias abiertas estimadas: menos seguimiento pendiente
0,materias_reprobadas_acumuladas,0.21674876847290642,0.5745745745745746,-0.3578258061016682,-0.33582319758809975,reprobadas acumuladas: menos reprobadas acumuladas
0,promedio_periodo,80.68991631799163,77.4155703211517,3.2743459968399264,0.3342195008231233,promedio del periodo: mejor desempeno reciente
0,num_incidencias,0.03694581280788178,0.30930930930930933,-0.27236349650142755,-0.33173212893220466,incidencias estimadas: menos incidencias
0,recursamientos,0.3842364532019704,0.8088088088088088,-0.42457235560683837,-0.31660878714061536,recursamientos: menos recursamientos
0,porcentaje_asistencia,75.47038177339901,71.92659659659661,3.543785176802402,0.3093476902201491,asistencia estimada: mayor asistencia
0,num_asesorias,1.0800492610837438,1.4914914914914914,-0.41144223040774763,-0.3027008774448511,asesorias estimadas: menos asesorias
0,promedio_general,79.04135467980296,76.70873873873873,2.3326159410642333,0.2662098973588615,promedio general: mejor desempeno acumulado
0,retardos,1.3460591133004927,1.5465465465465464,-0.20048743324605378,-0.18804420936421642,retardos estimados: menos retardos
0,varianza_calificaciones,15.558756157635466,24.71179179179179,-9.153035634156323,-0.17848404477464416,variacion de calificaciones: desempeno mas estable
0,permisos_aprobados,1.3793103448275863,1.5555555555555556,-0.17624521072796928,-0.17268087731711187,permisos aprobados estimados: menos permisos aprobados
0,permisos_rechazados,0.5295566502463054,0.6196196196196196,-0.09006296937331426,-0.14424478136553717,permisos rechazados estimados: menos permisos rechazados
0,tendencia_promedio,1.1523849372384936,0.15316722037652272,0.9992177168619708,0.13651449274889493,tendencia del promedio: tendencia al alza
0,creditos_aprobados_periodo,8.810344827586206,8.00900900900901,0.801335818577197,0.11250805806738999,creditos aprobados: mas creditos aprobados
0,porcentaje_avance,5.155443349753695,4.812442442442442,0.34300090731125366,0.08309308175484856,avance curricular: mayor avance del plan
0,materias_en_curso_periodo,0.2672413793103448,0.23123123123123124,0.03601014807911357,0.0711933571704655,materias en curso: mas materias en curso
0,compromisos_cumplidos,1.4827586206896552,1.4114114114114114,0.0713472092782439,0.06655885343295537,compromisos cumplidos estimados: mas compromisos cumplidos
0,creditos_inscritos_periodo,10.87192118226601,11.31931931931932,-0.4473981370533089,-0.06390609748351742,creditos inscritos: menor carga inscrita
0,periodos_cursados,1.9002463054187193,1.952952952952953,-0.05270664753423371,-0.056979512431909095,periodos cursados: menos periodos cursados
0,bandera_dato_incompleto,0.22660098522167488,0.2042042042042042,0.02239678101747067,0.05555874716226293,dato incompleto: mas registros con dato incompleto
0,periodos_sin_inscripcion,3.522167487684729,3.694694694694695,-0.1725272070099657,-0.05330309434107305,periodos sin inscripcion: menos periodos sin inscripcion
0,tutorias_cerradas,1.1600985221674878,1.1381381381381381,0.021960384029349633,0.02458729186075567,tutorias cerradas estimadas: mas seguimiento cerrado
0,rezago_materias,1.5443349753694582,1.5805805805805806,-0.03624560521112241,-0.023082491534102106,rezago en materias: menor rezago
1,compromisos_pendientes,2.5026737967914436,0.7847847847847848,1.7178890120066588,1.6455762263506568,compromisos pendientes estimados: mas compromisos pendientes
1,materias_reprobadas_periodo,1.427807486631016,0.3433433433433433,1.0844641432876727,1.546514766258132,reprobadas del periodo: mas reprobadas recientes
1,tutorias_abiertas,2.0053475935828877,0.6776776776776777,1.32766991590521,1.51009589119757,tutorias abiertas estimadas: mas seguimiento pendiente
1,materias_reprobadas_acumuladas,2.128342245989305,0.5745745745745746,1.5537676714147302,1.4582269328424438,reprobadas acumuladas: mas reprobadas acumuladas
1,num_incidencias,1.4919786096256684,0.30930930930930933,1.182669300316359,1.4404625063794125,incidencias estimadas: mas incidencias
1,recursamientos,2.6524064171122994,0.8088088088088088,1.8435976083034906,1.3747932361399982,recursamientos: mas recursamientos
1,porcentaje_asistencia,56.53860962566844,71.92659659659661,-15.387986970928168,-1.343263767159158,asistencia estimada: menor asistencia
1,num_asesorias,3.27807486631016,1.4914914914914914,1.7865833748186688,1.3144016710439523,asesorias estimadas: mas asesorias
1,promedio_periodo,64.79349462365593,77.4155703211517,-12.622075697495774,-1.2883622693020325,promedio del periodo: desempeno reciente menor
1,promedio_general,66.57994652406417,76.70873873873873,-10.128792214674561,-1.1559488591197535,promedio general: desempeno acumulado menor
1,retardos,2.4171122994652405,1.5465465465465464,0.8705657529186941,0.8165342139237639,retardos estimados: mas retardos
1,varianza_calificaciones,64.45652406417112,24.71179179179179,39.74473227237933,0.7750216275775993,variacion de calificaciones: desempeno mas irregular
1,permisos_aprobados,2.320855614973262,1.5555555555555556,0.7653000594177064,0.7498228469598657,permisos aprobados estimados: mas permisos aprobados
1,permisos_rechazados,1.0106951871657754,0.6196196196196196,0.3910755675461558,0.6263463233626531,permisos rechazados estimados: mas permisos rechazados
1,tendencia_promedio,-3.6986559139784947,0.15316722037652272,-3.8518231343550173,-0.5262413510804176,tendencia del promedio: tendencia a la baja
1,creditos_aprobados_periodo,4.529411764705882,8.00900900900901,-3.479597244303127,-0.4885376639075978,creditos aprobados: menos creditos aprobados
1,porcentaje_avance,3.3230481283422457,4.812442442442442,-1.489394314100196,-0.36081060098896633,avance curricular: menor avance del plan
1,materias_en_curso_periodo,0.0748663101604278,0.23123123123123124,-0.15636492107080344,-0.30913906963859916,materias en curso: menos materias en curso
1,compromisos_cumplidos,1.1016042780748663,1.4114114114114114,-0.3098071333365451,-0.28901491437197674,compromisos cumplidos estimados: menos compromisos cumplidos
1,creditos_inscritos_periodo,13.262032085561497,11.31931931931932,1.9427127662421775,0.27749599548992615,creditos inscritos: mayor carga inscrita
1,periodos_cursados,2.1818181818181817,1.952952952952953,0.22886522886522864,0.2474190593300009,periodos cursados: mas periodos cursados
1,bandera_dato_incompleto,0.10695187165775401,0.2042042042042042,-0.0972523325464502,-0.2412497470361364,dato incompleto: menos registros con dato incompleto
1,periodos_sin_inscripcion,4.44385026737968,3.694694694694695,0.7491555726849848,0.2314551476200605,periodos sin inscripcion: mas periodos sin inscripcion
1,tutorias_cerradas,1.0427807486631016,1.1381381381381381,-0.09535738947503658,-0.10676406947023281,tutorias cerradas estimadas: menos seguimiento cerrado
1,rezago_materias,1.7379679144385027,1.5805805805805806,0.15738733385792214,0.10022985628711731,rezago en materias: mayor rezago
